timeStamp,elapsed,label,responseCode,reponseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.61E+12,1758,Login page,200,OK,Users 1-3,text,TRUE,,39365,268,6,6,https://qa.cilsy.id/symfony/web/index.php,54,0,4
1.61E+12,57,Login page-0,301,Moved Permanently,Users 1-3,text,TRUE,,580,134,6,6,http://qa.cilsy.id/symfony/web/index.php,54,0,4
1.61E+12,1698,Login page-1,200,OK,Users 1-3,text,TRUE,,38785,134,6,6,https://qa.cilsy.id/symfony/web/index.php,1692,0,1236
1.61E+12,2399,Login page,200,OK,Users 1-1,text,TRUE,,39365,268,6,6,https://qa.cilsy.id/symfony/web/index.php,712,0,83
1.61E+12,715,Login page-0,301,Moved Permanently,Users 1-1,text,TRUE,,580,134,6,6,http://qa.cilsy.id/symfony/web/index.php,712,0,83
1.61E+12,1682,Login page-1,200,OK,Users 1-1,text,TRUE,,38785,134,6,6,https://qa.cilsy.id/symfony/web/index.php,1666,0,1225
1.61E+12,2610,Login page,200,OK,Users 1-2,text,TRUE,,39365,268,7,7,https://qa.cilsy.id/symfony/web/index.php,543,0,4
1.61E+12,546,Login page-0,301,Moved Permanently,Users 1-2,text,TRUE,,580,134,7,7,http://qa.cilsy.id/symfony/web/index.php,543,0,4
1.61E+12,2061,Login page-1,200,OK,Users 1-2,text,TRUE,,38785,134,7,7,https://qa.cilsy.id/symfony/web/index.php,2049,0,1401
1.61E+12,1349,Login page,200,OK,Users 1-5,text,TRUE,,39365,268,7,7,https://qa.cilsy.id/symfony/web/index.php,9,0,3
1.61E+12,9,Login page-0,301,Moved Permanently,Users 1-5,text,TRUE,,580,134,7,7,http://qa.cilsy.id/symfony/web/index.php,9,0,3
1.61E+12,1339,Login page-1,200,OK,Users 1-5,text,TRUE,,38785,134,7,7,https://qa.cilsy.id/symfony/web/index.php,1336,0,809
1.61E+12,672,"Admin, General Information",200,OK,Users 1-1,text,TRUE,,39446,350,7,7,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,437,0,0
1.61E+12,437,"Admin, General Information-0",301,Moved Permanently,Users 1-1,text,TRUE,,662,175,7,7,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,437,0,0
1.61E+12,234,"Admin, General Information-1",200,OK,Users 1-1,text,TRUE,,38784,175,7,7,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,228,0,0
1.61E+12,698,"Admin, General Information",200,OK,Users 1-3,text,TRUE,,39446,350,7,7,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,440,0,0
1.61E+12,440,"Admin, General Information-0",301,Moved Permanently,Users 1-3,text,TRUE,,662,175,7,7,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,440,0,0
1.61E+12,258,"Admin, General Information-1",200,OK,Users 1-3,text,TRUE,,38784,175,7,7,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,253,0,0
1.61E+12,449,"Admin, General Information",200,OK,Users 1-2,text,TRUE,,39446,350,8,8,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,96,0,0
1.61E+12,96,"Admin, General Information-0",301,Moved Permanently,Users 1-2,text,TRUE,,662,175,8,8,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,96,0,0
1.61E+12,352,"Admin, General Information-1",200,OK,Users 1-2,text,TRUE,,38784,175,8,8,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,348,0,0
1.61E+12,1146,Login page,200,OK,Users 1-6,text,TRUE,,39365,268,8,8,https://qa.cilsy.id/symfony/web/index.php,9,0,4
1.61E+12,9,Login page-0,301,Moved Permanently,Users 1-6,text,TRUE,,580,134,8,8,http://qa.cilsy.id/symfony/web/index.php,9,0,4
1.61E+12,300,"Admin, General Information",200,OK,Users 1-5,text,TRUE,,39446,350,8,8,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,7,0,0
1.61E+12,1136,Login page-1,200,OK,Users 1-6,text,TRUE,,38785,134,8,8,https://qa.cilsy.id/symfony/web/index.php,1132,0,680
1.61E+12,7,"Admin, General Information-0",301,Moved Permanently,Users 1-5,text,TRUE,,662,175,8,8,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,7,0,0
1.61E+12,292,"Admin, General Information-1",200,OK,Users 1-5,text,TRUE,,38784,175,8,8,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,286,0,0
1.61E+12,250,"Admin, General Information",200,OK,Users 1-6,text,TRUE,,39446,350,8,8,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,9,0,0
1.61E+12,10,"Admin, General Information-0",301,Moved Permanently,Users 1-6,text,TRUE,,662,175,8,8,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,9,0,0
1.61E+12,239,"Admin, General Information-1",200,OK,Users 1-6,text,TRUE,,38784,175,8,8,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,234,0,0
1.61E+12,678,"Attendance, Employee Record",200,OK,Users 1-1,text,TRUE,,39428,332,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,420,0,0
1.61E+12,420,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-1,text,TRUE,,644,166,9,9,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,420,0,0
1.61E+12,258,"Attendance, Employee Record-1",200,OK,Users 1-1,text,TRUE,,38784,166,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,254,0,0
1.61E+12,1140,Login page,200,OK,Users 1-7,text,TRUE,,39365,268,9,9,https://qa.cilsy.id/symfony/web/index.php,9,0,4
1.61E+12,9,Login page-0,301,Moved Permanently,Users 1-7,text,TRUE,,580,134,9,9,http://qa.cilsy.id/symfony/web/index.php,9,0,4
1.61E+12,1130,Login page-1,200,OK,Users 1-7,text,TRUE,,38785,134,9,9,https://qa.cilsy.id/symfony/web/index.php,1128,0,681
1.61E+12,659,"Attendance, Employee Record",200,OK,Users 1-3,text,TRUE,,39428,332,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,383,0,0
1.61E+12,384,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-3,text,TRUE,,644,166,9,9,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,383,0,0
1.61E+12,275,"Attendance, Employee Record-1",200,OK,Users 1-3,text,TRUE,,38784,166,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,271,0,0
1.61E+12,256,"Attendance, Employee Record",200,OK,Users 1-6,text,TRUE,,39428,332,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,6,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-6,text,TRUE,,644,166,9,9,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,250,"Attendance, Employee Record-1",200,OK,Users 1-6,text,TRUE,,38784,166,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,244,0,0
1.61E+12,2657,Login page,200,OK,Users 1-4,text,TRUE,,39365,268,9,9,https://qa.cilsy.id/symfony/web/index.php,9,0,5
1.61E+12,10,Login page-0,301,Moved Permanently,Users 1-4,text,TRUE,,580,134,9,9,http://qa.cilsy.id/symfony/web/index.php,9,0,5
1.61E+12,2642,Login page-1,200,OK,Users 1-4,text,TRUE,,38785,134,9,9,https://qa.cilsy.id/symfony/web/index.php,2640,0,1999
1.61E+12,532,"Attendance, Employee Record",200,OK,Users 1-5,text,TRUE,,39428,332,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,228,0,0
1.61E+12,228,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-5,text,TRUE,,644,166,9,9,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,228,0,0
1.61E+12,304,"Attendance, Employee Record-1",200,OK,Users 1-5,text,TRUE,,38784,166,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,303,0,0
1.61E+12,655,"Attendance, Employee Record",200,OK,Users 1-2,text,TRUE,,39428,332,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,301,0,0
1.61E+12,301,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-2,text,TRUE,,644,166,9,9,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,301,0,0
1.61E+12,354,"Attendance, Employee Record-1",200,OK,Users 1-2,text,TRUE,,38784,166,9,9,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,350,0,0
1.61E+12,252,"Admin, General Information",200,OK,Users 1-7,text,TRUE,,39446,350,9,9,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,8,0,0
1.61E+12,9,"Admin, General Information-0",301,Moved Permanently,Users 1-7,text,TRUE,,662,175,9,9,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,8,0,0
1.61E+12,243,"Admin, General Information-1",200,OK,Users 1-7,text,TRUE,,38784,175,9,9,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,233,0,0
1.61E+12,343,"Admin, General Information",200,OK,Users 1-4,text,TRUE,,39446,350,10,10,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,4,0,0
1.61E+12,4,"Admin, General Information-0",301,Moved Permanently,Users 1-4,text,TRUE,,662,175,10,10,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,4,0,0
1.61E+12,338,"Admin, General Information-1",200,OK,Users 1-4,text,TRUE,,38784,175,10,10,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,334,0,0
1.61E+12,248,"Attendance, Employee Record",200,OK,Users 1-7,text,TRUE,,39428,332,10,10,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,5,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-7,text,TRUE,,644,166,10,10,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,242,"Attendance, Employee Record-1",200,OK,Users 1-7,text,TRUE,,38784,166,10,10,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,236,0,0
1.61E+12,1142,Login page,200,OK,Users 1-8,text,TRUE,,39365,268,10,10,https://qa.cilsy.id/symfony/web/index.php,12,0,4
1.61E+12,12,Login page-0,301,Moved Permanently,Users 1-8,text,TRUE,,580,134,10,10,http://qa.cilsy.id/symfony/web/index.php,12,0,4
1.61E+12,1128,Login page-1,200,OK,Users 1-8,text,TRUE,,38785,134,10,10,https://qa.cilsy.id/symfony/web/index.php,1126,0,689
1.61E+12,650,Employee List,200,OK,Users 1-3,text,TRUE,,39422,326,10,10,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,403,0,0
1.61E+12,403,Employee List-0,301,Moved Permanently,Users 1-3,text,TRUE,,638,163,10,10,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,403,0,0
1.61E+12,247,Employee List-1,200,OK,Users 1-3,text,TRUE,,38784,163,10,10,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,242,0,0
1.61E+12,694,Employee List,200,OK,Users 1-1,text,TRUE,,39422,326,9,9,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,432,0,0
1.61E+12,432,Employee List-0,301,Moved Permanently,Users 1-1,text,TRUE,,638,163,9,9,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,432,0,0
1.61E+12,262,Employee List-1,200,OK,Users 1-1,text,TRUE,,38784,163,9,9,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,255,0,0
1.61E+12,681,Employee List,200,OK,Users 1-6,text,TRUE,,39422,326,8,8,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,411,0,0
1.61E+12,412,Employee List-0,301,Moved Permanently,Users 1-6,text,TRUE,,638,163,8,8,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,411,0,0
1.61E+12,269,Employee List-1,200,OK,Users 1-6,text,TRUE,,38784,163,8,8,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,264,0,0
1.61E+12,356,"Attendance, Employee Record",200,OK,Users 1-4,text,TRUE,,39428,332,7,7,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,10,0,0
1.61E+12,10,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-4,text,TRUE,,644,166,7,7,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,10,0,0
1.61E+12,346,"Attendance, Employee Record-1",200,OK,Users 1-4,text,TRUE,,38784,166,7,7,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,342,0,0
1.61E+12,698,Employee List,200,OK,Users 1-5,text,TRUE,,39422,326,7,7,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,385,0,0
1.61E+12,385,Employee List-0,301,Moved Permanently,Users 1-5,text,TRUE,,638,163,7,7,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,385,0,0
1.61E+12,313,Employee List-1,200,OK,Users 1-5,text,TRUE,,38784,163,7,7,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,302,0,0
1.61E+12,278,"Admin, General Information",200,OK,Users 1-8,text,TRUE,,39446,350,6,6,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,9,0,0
1.61E+12,9,"Admin, General Information-0",301,Moved Permanently,Users 1-8,text,TRUE,,662,175,6,6,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,9,0,0
1.61E+12,268,"Admin, General Information-1",200,OK,Users 1-8,text,TRUE,,38784,175,6,6,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,267,0,0
1.61E+12,283,Employee List,200,OK,Users 1-7,text,TRUE,,39422,326,6,6,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,8,0,0
1.61E+12,8,Employee List-0,301,Moved Permanently,Users 1-7,text,TRUE,,638,163,6,6,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,8,0,0
1.61E+12,274,Employee List-1,200,OK,Users 1-7,text,TRUE,,38784,163,6,6,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,273,0,0
1.61E+12,727,Employee List,200,OK,Users 1-2,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,335,0,0
1.61E+12,335,Employee List-0,301,Moved Permanently,Users 1-2,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,335,0,0
1.61E+12,392,Employee List-1,200,OK,Users 1-2,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,391,0,0
1.61E+12,401,Employee List,200,OK,Users 1-4,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,60,0,0
1.61E+12,60,Employee List-0,301,Moved Permanently,Users 1-4,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,60,0,0
1.61E+12,340,Employee List-1,200,OK,Users 1-4,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,337,0,0
1.61E+12,1295,Login page,200,OK,Users 1-9,text,TRUE,,39365,268,4,4,https://qa.cilsy.id/symfony/web/index.php,10,0,4
1.61E+12,10,Login page-0,301,Moved Permanently,Users 1-9,text,TRUE,,580,134,4,4,http://qa.cilsy.id/symfony/web/index.php,10,0,4
1.61E+12,1283,Login page-1,200,OK,Users 1-9,text,TRUE,,38785,134,4,4,https://qa.cilsy.id/symfony/web/index.php,1279,0,720
1.61E+12,365,"Attendance, Employee Record",200,OK,Users 1-8,text,TRUE,,39428,332,4,4,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,88,0,0
1.61E+12,88,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-8,text,TRUE,,644,166,4,4,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,88,0,0
1.61E+12,277,"Attendance, Employee Record-1",200,OK,Users 1-8,text,TRUE,,38784,166,4,4,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,266,0,0
1.61E+12,246,Employee List,200,OK,Users 1-8,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,9,0,0
1.61E+12,9,Employee List-0,301,Moved Permanently,Users 1-8,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,9,0,0
1.61E+12,237,Employee List-1,200,OK,Users 1-8,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,231,0,0
1.61E+12,282,"Admin, General Information",200,OK,Users 1-9,text,TRUE,,39446,350,4,4,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,6,0,0
1.61E+12,6,"Admin, General Information-0",301,Moved Permanently,Users 1-9,text,TRUE,,662,175,4,4,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,6,0,0
1.61E+12,275,"Admin, General Information-1",200,OK,Users 1-9,text,TRUE,,38784,175,4,4,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,264,0,0
1.61E+12,1219,Login page,200,OK,Users 1-10,text,TRUE,,39365,268,4,4,https://qa.cilsy.id/symfony/web/index.php,13,0,5
1.61E+12,13,Login page-0,301,Moved Permanently,Users 1-10,text,TRUE,,580,134,4,4,http://qa.cilsy.id/symfony/web/index.php,13,0,5
1.61E+12,1204,Login page-1,200,OK,Users 1-10,text,TRUE,,38785,134,4,4,https://qa.cilsy.id/symfony/web/index.php,1203,0,748
1.61E+12,268,"Attendance, Employee Record",200,OK,Users 1-9,text,TRUE,,39428,332,4,4,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,6,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-9,text,TRUE,,644,166,4,4,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,262,"Attendance, Employee Record-1",200,OK,Users 1-9,text,TRUE,,38784,166,4,4,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,258,0,0
1.61E+12,247,"Admin, General Information",200,OK,Users 1-10,text,TRUE,,39446,350,4,4,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,5,0,0
1.61E+12,5,"Admin, General Information-0",301,Moved Permanently,Users 1-10,text,TRUE,,662,175,4,4,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,5,0,0
1.61E+12,242,"Admin, General Information-1",200,OK,Users 1-10,text,TRUE,,38784,175,4,4,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,238,0,0
1.61E+12,247,"Attendance, Employee Record",200,OK,Users 1-10,text,TRUE,,39428,332,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,5,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-10,text,TRUE,,644,166,5,5,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,242,"Attendance, Employee Record-1",200,OK,Users 1-10,text,TRUE,,38784,166,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,237,0,0
1.61E+12,1243,Login page,200,OK,Users 1-11,text,TRUE,,39365,268,5,5,https://qa.cilsy.id/symfony/web/index.php,104,0,71
1.61E+12,104,Login page-0,301,Moved Permanently,Users 1-11,text,TRUE,,580,134,5,5,http://qa.cilsy.id/symfony/web/index.php,104,0,71
1.61E+12,1137,Login page-1,200,OK,Users 1-11,text,TRUE,,38785,134,5,5,https://qa.cilsy.id/symfony/web/index.php,1136,0,687
1.61E+12,247,Employee List,200,OK,Users 1-10,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,5,0,0
1.61E+12,5,Employee List-0,301,Moved Permanently,Users 1-10,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,5,0,0
1.61E+12,241,Employee List-1,200,OK,Users 1-10,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,234,0,0
1.61E+12,251,"Admin, General Information",200,OK,Users 1-11,text,TRUE,,39446,350,4,4,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,7,0,0
1.61E+12,7,"Admin, General Information-0",301,Moved Permanently,Users 1-11,text,TRUE,,662,175,4,4,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,7,0,0
1.61E+12,240,"Admin, General Information-1",200,OK,Users 1-11,text,TRUE,,38784,175,4,4,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,234,0,0
1.61E+12,1139,Login page,200,OK,Users 1-12,text,TRUE,,39365,268,5,5,https://qa.cilsy.id/symfony/web/index.php,8,0,4
1.61E+12,8,Login page-0,301,Moved Permanently,Users 1-12,text,TRUE,,580,134,5,5,http://qa.cilsy.id/symfony/web/index.php,8,0,4
1.61E+12,1130,Login page-1,200,OK,Users 1-12,text,TRUE,,38785,134,5,5,https://qa.cilsy.id/symfony/web/index.php,1129,0,671
1.61E+12,242,"Attendance, Employee Record",200,OK,Users 1-11,text,TRUE,,39428,332,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,7,0,0
1.61E+12,7,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-11,text,TRUE,,644,166,5,5,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,7,0,0
1.61E+12,235,"Attendance, Employee Record-1",200,OK,Users 1-11,text,TRUE,,38784,166,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,230,0,0
1.61E+12,245,"Admin, General Information",200,OK,Users 1-12,text,TRUE,,39446,350,5,5,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,4,0,0
1.61E+12,5,"Admin, General Information-0",301,Moved Permanently,Users 1-12,text,TRUE,,662,175,5,5,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,4,0,0
1.61E+12,240,"Admin, General Information-1",200,OK,Users 1-12,text,TRUE,,38784,175,5,5,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,234,0,0
1.61E+12,242,Employee List,200,OK,Users 1-11,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,6,0,0
1.61E+12,7,Employee List-0,301,Moved Permanently,Users 1-11,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,6,0,0
1.61E+12,235,Employee List-1,200,OK,Users 1-11,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,229,0,0
1.61E+12,244,"Attendance, Employee Record",200,OK,Users 1-12,text,TRUE,,39428,332,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,5,"Attendance, Employee Record-0",301,Moved Permanently,Users 1-12,text,TRUE,,644,166,5,5,http://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,5,0,0
1.61E+12,239,"Attendance, Employee Record-1",200,OK,Users 1-12,text,TRUE,,38784,166,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,234,0,0
1.61E+12,253,Employee List,200,OK,Users 1-12,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,6,0,0
1.61E+12,6,Employee List-0,301,Moved Permanently,Users 1-12,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,6,0,0
1.61E+12,244,Employee List-1,200,OK,Users 1-12,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,238,0,0
1.61E+12,1605,Login page,200,OK,Users 1-13,text,TRUE,,39365,268,5,5,https://qa.cilsy.id/symfony/web/index.php,11,0,4
1.61E+12,11,Login page-0,301,Moved Permanently,Users 1-13,text,TRUE,,580,134,5,5,http://qa.cilsy.id/symfony/web/index.php,11,0,4
1.61E+12,1592,Login page-1,200,OK,Users 1-13,text,TRUE,,38785,134,5,5,https://qa.cilsy.id/symfony/web/index.php,1591,0,1154
1.61E+12,1150,Login page,200,OK,Users 1-14,text,TRUE,,39365,268,5,5,https://qa.cilsy.id/symfony/web/index.php,8,0,4
1.61E+12,8,Login page-0,301,Moved Permanently,Users 1-14,text,TRUE,,580,134,5,5,http://qa.cilsy.id/symfony/web/index.php,8,0,4
1.61E+12,1141,Login page-1,200,OK,Users 1-14,text,TRUE,,38785,134,5,5,https://qa.cilsy.id/symfony/web/index.php,1139,0,691
1.61E+12,237,"Admin, General Information",200,OK,Users 1-13,text,TRUE,,39446,350,5,5,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,4,0,0
1.61E+12,5,"Admin, General Information-0",301,Moved Permanently,Users 1-13,text,TRUE,,662,175,5,5,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,4,0,0
1.61E+12,232,"Admin, General Information-1",200,OK,Users 1-13,text,TRUE,,38784,175,5,5,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,227,0,0
1.61E+12,239,"Admin, General Information",200,OK,Users 1-14,text,TRUE,,39446,350,5,5,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,5,0,0
1.61E+12,5,"Admin, General Information-0",301,Moved Permanently,Users 1-14,text,TRUE,,662,175,5,5,http://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,5,0,0
1.61E+12,234,"Admin, General Information-1",200,OK,Users 1-14,text,TRUE,,38784,175,5,5,https://qa.cilsy.id/symfony/web/index.php/admin/viewOrganizationGeneralInformation,232,0,0
1.61E+12,2077,Employee List,200,OK,Users 1-9,text,TRUE,,39422,326,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,120,0,0
1.61E+12,120,Employee List-0,301,Moved Permanently,Users 1-9,text,TRUE,,638,163,5,5,http://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,120,0,0
1.61E+12,1956,Employee List-1,200,OK,Users 1-9,text,TRUE,,38784,163,5,5,https://qa.cilsy.id/symfony/web/index.php/pim/viewEmployeeList/reset/1,1721,0,0
1.61E+12,238,"Attendance, Employee Record",200,OK,Users 1-13,text,TRUE,,39428,332,5,5,https://qa.cilsy.id/symfony/web/index.php/attendance/viewAttendanceRecord,6,0,0
